Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,161142,,,"""Fig. 3. CB1-like immunohistochemical staining in the hilar regions of the dentate gyrus. Septal pole in A
and temporal pole in B. Higher magni?cations of the granule cell layer in C and D. Note the dense
immunoreactivity in the molecular layer (mo) and the almost immunonegative granule cell layer (gr).
There are two immunoreactive bands in the molecular layer in the temporal pole (B), but only one in the
septal pole (A). Many intensely stained neurons are pyramidal in shape and are located at the base of the
granule cell layer with their dendrites penetrating the granule cell layer without branching (C, D). There
are also many intensely stained neurons in the polymorphic layer (po) but very few in the molecular layer.""","p398, Fig. 3","""Floating slices were washed in KPBS 50 mM, incubated
with the aYnity-puri?ed CB1 receptor antibodies (1:2000
dilution in 50 mM KPBS, 0.4% Triton, 1% bovine serum
albumin) at 4)C for 48 h.""","p394, right bot","""Male SpragueDawley rats (300350 g, Charles River,
n=8) were deeply anesthetized with sodium pentobarbital. . . .""","p394, right mid",[m:DG:2201 GC:CB1(2):pcl]{sub 1},"Tsou K, Brown S, Sańudo-Peńa MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,,,
,161144,,,"""The most striking feature in the
dentate area was the virtual lack of staining of the
granule cell layer, which appeared as a translucent
band at low-power magni?cation; only very sparsely
distributed ?ne beaded ?bers were seen at high power
magni?cation.""","p399, left top","""Floating slices were washed in KPBS 50 mM, incubated
with the aYnity-puri?ed CB1 receptor antibodies (1:2000
dilution in 50 mM KPBS, 0.4% Triton, 1% bovine serum
albumin) at 4)C for 48 h.""","p394, right bot","""Male SpragueDawley rats (300350 g, Charles River,
n=8) were deeply anesthetized with sodium pentobarbital. . . .""","p394, right mid",[m:DG:2201 GC:CB1(2):pcl]{sub 1},"Tsou K, Brown S, Sańudo-Peńa MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,,,
,161146,,,"""At higher magni?cation, the immuno-
reactive neuropil in the stratum pyramidale appeared
to be formed by numerous ?bers surrounding the
immunonegative pyramidal cells. (Fig. 4B, C, E, F).
In slides with Neutral Red counterstaining (not
shown), the immunonegative pyramidal cell bodies
appeared as red perikarya surrounded by a dark
immunoreactive plexus. The dense CB1-like immu-
noreactive band broadened and became less dense
where it extended into the hilar region of the dentate
area or where it reached the subiculum.""","p399, right top","""Floating slices were washed in KPBS 50 mM, incubated
with the aYnity-puri?ed CB1 receptor antibodies (1:2000
dilution in 50 mM KPBS, 0.4% Triton, 1% bovine serum
albumin) at 4)C for 48 h.""","p394, right bot","""Male SpragueDawley rats (300350 g, Charles River,
n=8) were deeply anesthetized with sodium pentobarbital. . . .""","p394, right mid","[m:CA1:2223 pyr:CB1(2):pcl]{sub 1}
[m:CA3:23223 pyr a/b:CB1(2):pcl]{sub 1}
[m:CA3:03223 pyr c:CB1(2):pcl]{sub 1}","Tsou K, Brown S, Sańudo-Peńa MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,,,
,161148,,,"""Fig. 4. CB1-like immunohistochemical staining in the hippocampus (Ammons horn). (AC), CA1 ?eld.
(DF), CA3 ?eld. Note the strong staining in stratum pyramidale (Py). In CA1 the staining is particularly
intense at the border with stratum radiatum (B, C). Intensely stained polymorphic neurons are located in
all layers, i.e. strata oriens (or), pyramidale (Py), radiatum (rad) and lacunosum-moleculare (not shown).
Pyramidal cells are immunonegative but surrounded by immunoreactive ?ber plexus as shown by
asterisks, they are larger in CA3 (E, F) than in CA1 (B, C).""","p400, Fig. 4","""Floating slices were washed in KPBS 50 mM, incubated
with the aYnity-puri?ed CB1 receptor antibodies (1:2000
dilution in 50 mM KPBS, 0.4% Triton, 1% bovine serum
albumin) at 4)C for 48 h.""","p394, right bot","""Male SpragueDawley rats (300350 g, Charles River,
n=8) were deeply anesthetized with sodium pentobarbital. . . .""","p394, right mid",[m:CA3:23223 pyr a/b:CB1(2):pcl]{sub 1},"Tsou K, Brown S, Sańudo-Peńa MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,,,
,,,,,,,,,,,,,,,,,,
,161150,,,"""Calretinin-immunoreactive neurons
were found in every layer in the hippocampus.""","p970, right bot","""For co-localization of CB1 and calretinin, the slices were incubated with CB1 antibody raised in rabbits and the calretinin antibody raised
in goat (Chemicon International, AB1550; 1:1000) simultaneously for
48 h. The slices were rinsed and then incubated with FITC donkey anti-
rabbit IgG and TXR donkey anti-goat IgG (Jackson ImmunoResearch;
1:100) at 37 8 C for 1 h. For the co-localization of CB1 and CaBP or
parvalbumin, after incubations with CB1 antibody and FITC goat anti-
rabbit IgG, the slices were incubated with monoclonal anti-CaBP
(Sigma, clone C-8666; 1:100) or monoclonal anti-parvalbumin
(Sigma, clone PARV-19; 1:2000) overnight at room temperature.
The slices were rinsed, followed by biotinylated goat anti-mouse
IgG incubation (Vector; 5 mg/ml) at 37 8 C for 1 h. The slices were
rinsed again and incubated with avidinTXR as above.
For co-localization of CCK and calretinin, the slices were ?rst incu-
bated with monoclonal gastrinCCK antibody, followed consecutively
by biotinylated goat anti-mouse IgG and avidinFITC. The slices were
washed and then incubated with calretinin antibody raised in goat,
followed by TXR donkey anti-goat IgG (dilutions were the same as
described above).""","p969, right bot","""Brie?y, male SpragueDawley rats (Charles
River, Boston, MA; 300350 g) were deeply anesthetized. . . .""","p969, right top",<CR+ cells found in all hippocampal layers>,"Tsou K, Mackie K, Sańudo-Peńa MC, Walker JM",Cannabinoid CB1 receptors are localized primarily on cholecystokinin-containing GABAergic interneurons in the rat hippocampal formation,Neuroscience,1999,10473261,,,
,161152,,,"""Parvalbumin-immunoreactive neurons
were seen in strata oriens and pyramidale, but not in strata
radiatum and lacunosum-moleculare of the CA1 and CA3,
while parvalbumin-immunoreactive ?bers were found in all
strata, but more concentrated in the stratum pyramidale.""","p971, left mid","""For co-localization of CB1 and calretinin, the slices were incubated with CB1 antibody raised in rabbits and the calretinin antibody raised
in goat (Chemicon International, AB1550; 1:1000) simultaneously for
48 h. The slices were rinsed and then incubated with FITC donkey anti-
rabbit IgG and TXR donkey anti-goat IgG (Jackson ImmunoResearch;
1:100) at 37 8 C for 1 h. For the co-localization of CB1 and CaBP or
parvalbumin, after incubations with CB1 antibody and FITC goat anti-
rabbit IgG, the slices were incubated with monoclonal anti-CaBP
(Sigma, clone C-8666; 1:100) or monoclonal anti-parvalbumin
(Sigma, clone PARV-19; 1:2000) overnight at room temperature.
The slices were rinsed, followed by biotinylated goat anti-mouse
IgG incubation (Vector; 5 mg/ml) at 37 8 C for 1 h. The slices were
rinsed again and incubated with avidinTXR as above.
For co-localization of CCK and calretinin, the slices were ?rst incu-
bated with monoclonal gastrinCCK antibody, followed consecutively
by biotinylated goat anti-mouse IgG and avidinFITC. The slices were
washed and then incubated with calretinin antibody raised in goat,
followed by TXR donkey anti-goat IgG (dilutions were the same as
described above).""","p969, right bot","""Brie?y, male SpragueDawley rats (Charles
River, Boston, MA; 300350 g) were deeply anesthetized. . . .""","p969, right top","<Parvalbumin not found in layers SLM and SR of CA1 and CA3>
[m:CA3:33200 lm-r:PV(2):neg layer]{sub 1}
[m:CA3:12000 R-LM:PV(2):neg layer]{sub 1}
[m:CA3:03000 R-CB:PV(2):neg layer]{sub 1}

[m:CA1:3333 QUAD:PV(2):neg layer]{sub 1}
[m:CA1:3300P PPA PROJ:PV(2):neg layer]{sub 1}
[m:CA1:3300 NGF-LM:PV(2):neg layer]{sub 1}
[m:CA1:3222 PPA:PV(2):neg layer]{sub 1}
[m:CA1:3200P PPA-SUB:PV(2):neg layer]{sub 1}
[m:CA1:3000P NGF PROJ:PV(2):neg layer]{sub 1}
[m:CA1:3000 NGF:PV(2):neg layer]{sub 1}
[m:CA1:2311 SCA-ADI:PV(2):neg layer]{sub 1}
[m:CA1:2300 SR IS-1:PV(2):neg layer]{sub 1}
[m:CA1:2100 IS-2:PV(2):neg layer]{sub 1}
[m:CA1:1300 SLM-SR:PV(2):neg layer]{sub 1}
[m:CA1:0313P ENK:PV(2):neg layer]{sub 1}
[m:CA1:0300 SCA-SR-CB:PV(2):neg layer]{sub 1}
","Tsou K, Mackie K, Sańudo-Peńa MC, Walker JM",Cannabinoid CB1 receptors are localized primarily on cholecystokinin-containing GABAergic interneurons in the rat hippocampal formation,Neuroscience,1999,10473261,,,
,161154,,,"""The cell bodies
immunopositive for each marker are distinct (Fig. 3C), indi-
cating that CB1 receptors are not expressed on parvalbumin-
containing interneurons.""","p971, left bot","""For co-localization of CB1 and calretinin, the slices were incubated with CB1 antibody raised in rabbits and the calretinin antibody raised
in goat (Chemicon International, AB1550; 1:1000) simultaneously for
48 h. The slices were rinsed and then incubated with FITC donkey anti-
rabbit IgG and TXR donkey anti-goat IgG (Jackson ImmunoResearch;
1:100) at 37 8 C for 1 h. For the co-localization of CB1 and CaBP or
parvalbumin, after incubations with CB1 antibody and FITC goat anti-
rabbit IgG, the slices were incubated with monoclonal anti-CaBP
(Sigma, clone C-8666; 1:100) or monoclonal anti-parvalbumin
(Sigma, clone PARV-19; 1:2000) overnight at room temperature.
The slices were rinsed, followed by biotinylated goat anti-mouse
IgG incubation (Vector; 5 mg/ml) at 37 8 C for 1 h. The slices were
rinsed again and incubated with avidinTXR as above.
For co-localization of CCK and calretinin, the slices were ?rst incu-
bated with monoclonal gastrinCCK antibody, followed consecutively
by biotinylated goat anti-mouse IgG and avidinFITC. The slices were
washed and then incubated with calretinin antibody raised in goat,
followed by TXR donkey anti-goat IgG (dilutions were the same as
described above).""","p969, right bot","""Brie?y, male SpragueDawley rats (Charles
River, Boston, MA; 300350 g) were deeply anesthetized. . . .""","p969, right top","<CB1 and PV mutually exclusive>
[m:DG:2232 BC-PV:CB1(2):me]{sub 1}
[m:CA3:22232 AA:CB1(2):ME]{sub 1}
[m:CA3:11003 O-LM:CB1(2):ME]{sub 1}
[m:CA1:2232 AA:CB1(2):ME]{sub 1}
[m:CA1:1002 O-LM:CB1(2):ME]{sub 1}
[m:CA1:0012 AA HORIZ:CB1(2):ME]{sub 1}
","Tsou K, Mackie K, Sańudo-Peńa MC, Walker JM",Cannabinoid CB1 receptors are localized primarily on cholecystokinin-containing GABAergic interneurons in the rat hippocampal formation,Neuroscience,1999,10473261,,,
,161156,,,"""Fig. 1. Cannabinoid CB1 receptor is expressed in GABAergic interneurons in the hippocampal formation. (A) Dentate. (B, C) CA1.""","p971, Fig. 1","""For co-localization of CB1 and calretinin, the slices were incubated with CB1 antibody raised in rabbits and the calretinin antibody raised
in goat (Chemicon International, AB1550; 1:1000) simultaneously for
48 h. The slices were rinsed and then incubated with FITC donkey anti-
rabbit IgG and TXR donkey anti-goat IgG (Jackson ImmunoResearch;
1:100) at 37 8 C for 1 h. For the co-localization of CB1 and CaBP or
parvalbumin, after incubations with CB1 antibody and FITC goat anti-
rabbit IgG, the slices were incubated with monoclonal anti-CaBP
(Sigma, clone C-8666; 1:100) or monoclonal anti-parvalbumin
(Sigma, clone PARV-19; 1:2000) overnight at room temperature.
The slices were rinsed, followed by biotinylated goat anti-mouse
IgG incubation (Vector; 5 mg/ml) at 37 8 C for 1 h. The slices were
rinsed again and incubated with avidinTXR as above.
For co-localization of CCK and calretinin, the slices were ?rst incu-
bated with monoclonal gastrinCCK antibody, followed consecutively
by biotinylated goat anti-mouse IgG and avidinFITC. The slices were
washed and then incubated with calretinin antibody raised in goat,
followed by TXR donkey anti-goat IgG (dilutions were the same as
described above).""","p969, right bot","""Brie?y, male SpragueDawley rats (Charles
River, Boston, MA; 300350 g) were deeply anesthetized. . . .""","p969, right top","[m:CA1:2223 pyr:CB1(2):pcl]{sub 1}
[m:DG:2201 GC:CB1(2):pcl]{sub 1}","Tsou K, Mackie K, Sańudo-Peńa MC, Walker JM",Cannabinoid CB1 receptors are localized primarily on cholecystokinin-containing GABAergic interneurons in the rat hippocampal formation,Neuroscience,1999,10473261,,,
,,,,,,,,,,,,,,,,,,
,161158,,,"""Interneurons in stratum oriens and the alveus
that project to stratum lacunosum moleculare, the oriens
lacunosum moleculare (OLM) cells (Figure 2a), have
large group I mGluR responses (Figure 2b) and express
both mGluR1 and mGluR5.""","p554, left mid",,,,,[m:CA1:1002 O-LM:mGluR1(1)_mGluR5(1):Maccaferri 2000-PMID 10747186]{sub 1},"LeBeau FE, El Manira A, Griller S",Tuning the network: modulation of neuronal microcircuits in the spinal cord and hippocampus,Trends in Neuroscience,2005,16112755,,,
,,,,,,,,,,,,,,,,,,
,161160,,,"""Figure 7. Representative MGE-derived hippocampal interneurons. AK, Neurolucida reconstructions of GFP   interneurons recorded in slices from P15P30 Nkx2-1Cre:RCE pups
(dendrites and soma in black; axon in red). Scale bar: 100
 m.Thedashedlinesindicatetheapproximateboundariesofs.o.,s.p.,s.r.,ands.l.m.Undereachdrawingisshownthe
molecular profile obtained from single-cell PCR analysis for the recorded cell with filled boxes indicating transcripts detected""","p10959, Fig. 7",single-cell PCR,,mouse,,[m:CA1:1002 O-LM:nNos(2)_CR(4)_PV(2)_Som(1)_NPY(1)_VIP(2)_CCK(2)_vGlut3(2)_ENK(2)_CoupTFII(2)_5HT3(2):Tricoire 2011-PMID21795545]{sub 1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,,,
,,,,,,,,,,,,,,,,,,
,161162,,,"""The neuromodulatory protein somatostatin (SS) was exclusively
expressed in hilar neurons and absent from cells in the
molecular layer in both age groups (Fig. 4D).""","p60, right mid",immunohistochem,,mouse,,"[m:DG:3000p NGF:Som(2):neg layer]{sub1}
[m:DG:3000 MOPP-NGF:Som(2):neg layer]{sub1}
","Holter NI, Zuber N, Bruehl C, Draguhn A.",Functional maturation of developing interneurons in the molecular layer of mouse dentate gyrus.,Brain Res.  2007,2007,17996219,,,
,161164,,,"""Fig. 4  Expression of interneuron markers. (A) Expression of calretinin in the dentate gyrus of a mouse at p 7 (top) and at p 15
(bottom). Number of cells in stratum moleculare decreases with age, as shown in (E). At both ages, multiple neurons are stained
within the molecular layer. Cells positioned close to the fissure have bipolar morphology. (B) Comparison of the expression
pattern of calbindin at p 7 (top) and p 15 (bottom). Note strong staining of granule cells and large number of CB-positive cells in close
vicinity to the granule cell band. (C) Parvalbumin is absent at p 7 (top) and strongly expressed in few neurons at p 15. Most of these
cells are located towards the hilar border of the granule cell layer, indicative of basket cells. (D) Absence of somatostatin (SS) from
neurons in the molecular layer. Note widespread expression in hilar neurons at both ages. ""","P59, Fig. 4",immunohistochem,,mouse,,"[m:DG:3000p NGF:Som(2):neg layer]{sub1}
[m:DG:3000 MOPP-NGF:Som(2):neg layer]{sub1}
[m:DG:2201 GC:CB(1):PCL]{sub1}
[m:DG:2201 GC:PV(2):PCL]{sub1}","Holter NI, Zuber N, Bruehl C, Draguhn A.",Functional maturation of developing interneurons in the molecular layer of mouse dentate gyrus.,Brain Res.  2007,2007,17996219,,,
,,,,,,,,,,,,,,,,,,
,161166,,,"""Fig. 1. Loss of parvalbumin (PV)-ir interneurons in the subiculum after KA-induced seizures. In (AC) PV-ir is shown at low magni?cation in the
subiculum of a control rat (A), 24 h (B) and 3 mon (C) after KA-induced SE. In controls, PV-ir interneurons were distributed in the principal cell layer
of the subiculum (A). ""","p319, Fig. 1",immunohistochemistry,,rat,,"[m:Sub:331 PC-EC:PV(2):PCL]{sub1}
[m:Sub:331 PC-CA1:PV(2):PCL]{sub1}
","Drexel M, Preidt AP, Kirchmair E, Sperk G.",Parvalbumin interneurons and calretinin fibers arising from the thalamic nucleus reuniens degenerate in the subiculum after kainic acid-induced seizures.,Neuroscience.  2011,2011,21616128,,,
,,,,,,,,,,,,,,,,,,
,161168,,,"""Figure1. Long-termpotentiationinO-LMinterneuronsisinducedatnegativepostsynapticmembranepotential. . . .  G, Fluorescence micrographs showing immunoreactivity for mGluR1alpha (middle;
red) and somatostatin (middle;blue) in the soma of a recorded and biocytin (left;green) labeled O-LM cell (arrow) shown in E.  An mGluR1alpha-immunopositive and biocytin-labeled distal dendrite is shown on the right (green,red).  Note immunoreactivity in cells
that were not recorded (arrowhead).""","p941, Fig. 1",immunohistochemistry,,rat,,[m:CA1:1002 O-LM:Som(1)_mGluR1alpha(1):McBain 1994-PMID7517996]{sub 1},"Oren I, Nissen W, Kullmann DM, Somogyi P, Lamsa KP.",Role of ionotropic glutamate receptors in long-term potentiation in rat hippocampal CA1 oriens-lacunosum moleculare interneurons.,J Neurosci.  2009,2009,19176803,,,
,,,,,,,,,,,,,,,,,,
,161170,,,"""Table 1  Molecular properties and synaptic targets of bistratified cells""","p42, Table 1",immunohistochemistry,,rat,,[m:CA1:0333 Bistratified:PV(1)_Som(1)_NPY(1)_GABAAa1(1)_CB(2)_mGluR1a(2)_CR(2)_m2(2):Buhl 1994-PMID8159242]{sub 1},"Klausberger T, MĂĄrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P.",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo.,Nat Neurosci,2004,14634650,,,
,161172,,,"""Figure 2  Fluorescence micrographs showing bistratified cells expressing
immunoreactivity for parvalbumin, somatostatin, neuropeptide Y and 
the  alpha1 subunit of the GABAA receptor. (a) The soma (star) and the
dendrite (arrow) of bistratified cell T79e in the pyramidal layer (p) is
immunopositive for parvalbumin and the  alpha1 subunit of the GABAA
receptor. Immunoreactivity for the  alpha1 subunit is only weakly present 
in pyramidal cells (p). Some strongly labeled interneuron dendrites
(arrowhead) stand out in stratum oriens. (b) Somatostatin and
neuropeptide Y immunoreactivity is present in the Golgi apparatus in 
the soma of bistratified cell T92a (star). Note an unrecorded cell (arrow)
expresses neuropeptide Y, but no somatostatin. (c) Somatostatin (green) 
is seen in the boutons of bistratified cell T104a. Colocalization with
neurobiotin (red) is indicated by yellow.""","p43, Fig. 2",immunohistochemistry,,rat,,[m:CA1:0333 Bistratified:PV(1)_Som(1)_NPY(1)_GABAAa1(1):Buhl 1994-PMID8159242]{sub 1},"Klausberger T, MĂĄrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P.",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo.,Nat Neurosci,2004,14634650,,,
